"Day","Nuclear","Hydro Run-of-River","Biomass","Fossil brown coal / lignite","Fossil hard coal","Fossil oil","Fossil gas","Geothermal","Hydro water reservoir","Others","Other renewables","Waste renewable","Waste non-renewable","Wind offshore","Wind onshore","Solar"
"28.08.2022",95.5,45.8,122.7,271.4,122.2,0,68.4,0.5,2.1,1.3,2.1,12.7,13.7,105.3,182.1,210.1
"29.08.2022",95.6,41.8,122.2,288.8,197.7,0,170,0.5,2,1.3,2.1,12.9,14,41.5,93.4,242.4
"30.08.2022",95.4,40.3,122.5,287.6,227.2,0,185.2,0.5,2.5,1.3,2.1,12.3,13.4,41,125.4,247.2
"31.08.2022",95.8,43.1,122.5,294.7,212.7,0,194.3,0.5,2.5,1.3,2.1,12.2,13.2,44.5,161.5,169.6
"01.09.2022",95.9,41,122.3,302.9,205.6,0,176.5,0.5,2.6,1.4,2.2,11.6,12.6,30.2,162.4,229.6
"02.09.2022",96.2,36.2,122.9,297.8,192.9,0,112.7,0.5,2.6,1.3,2.2,11.8,12.8,78.1,259.7,277.9
"03.09.2022",96,34.8,122.5,265.2,102.2,0,55.9,0.5,2.1,1.3,2.2,10.2,11,109.2,292,218.4
"04.09.2022",95.7,36.5,122.5,283,110.2,0,65,0.5,3,1.2,2.2,10.4,11.2,89.5,169.7,253.1
"05.09.2022",95.3,36.5,121.8,305.8,201.9,0,86,0.5,3.9,1.3,2.2,11,11.9,95.8,243.1,258.2
"06.09.2022",95,38.9,121.4,315.9,191.3,0,106.7,0.5,4.3,1.4,2.2,11,11.9,98.3,249.4,211.7
"07.09.2022",95.2,40.2,121.9,309.5,215.6,0,156.3,0.5,3.3,1.3,2.2,11.2,12.2,33.2,112.8,207.7
"08.09.2022",95.6,43.5,122.7,331.5,203,0.1,109.8,0.5,2.2,1.2,2.2,11.1,12,57.6,214.2,118.4
"09.09.2022",96.1,46.1,123.3,324.1,192.1,0,87.1,0.5,2.9,1.1,2.2,10.5,11.4,19.4,203.1,175.5
"10.09.2022",28.1,13.5,35.6,87.2,47.6,0,19.3,0.1,0.6,0.3,0.7,3.1,3.4,3.7,45.2,7.9
